source_id,transit_id,band,time,mag,flux,flux_error,flux_over_error,rejected_by_photometry,rejected_by_variability,other_flags,solution_id
711991473282863616,40499272424501406,RP,2129.2528219918718,16.631753672826758,1763.8300257037718,34.448629657351134,51.201748,false,false,0,375316653866487564
711991473282863616,42557407022966153,RP,2166.476555640769,16.403838874893978,2175.818427153231,25.751180833731848,84.49393,false,false,0,375316653866487564
711991473282863616,42561499346167704,RP,,,,,,true,true,16779264,375316653866487564
711991473282863616,42571240119342893,RP,2166.7267367378727,16.613623074235292,1793.5313435847213,25.453908739662115,70.46192,false,false,0,375316653866487564
711991473282863616,43055324225348667,RP,,,,,,true,true,2048,375316653866487564
711991473282863616,43059416502163223,RP,2175.555811805167,16.692744875652977,1667.478527825685,23.412598543124936,71.22142,false,false,0,375316653866487564
711991473282863616,43069157389268893,RP,,,,,,true,true,2048,375316653866487564
711991473282863616,48188594818142492,RP,2268.314065980054,16.329517716031212,2329.974210601163,26.700941124332033,87.26188,false,false,0,375316653866487564
711991473282863616,48192687123781321,RP,2268.388067545475,16.49779494391374,1995.4471180213006,25.784805340963512,77.38849,false,false,0,375316653866487564
711991473282863616,49045907298718713,RP,2283.8168632495504,16.60357936653703,1810.199555211261,37.766700729340734,47.931103,false,false,0,375316653866487564
711991473282863616,49049999571605001,RP,2283.8908658190053,16.679161328458235,1688.4712456425382,23.79814852930318,70.94969,false,false,0,375316653866487564
711991473282863616,50966185712166534,RP,2318.5408391679807,16.652535068933556,1730.3907022735978,27.487787761239407,62.951252,false,false,0,375316653866487564
711991473282863616,58473881613771360,RP,2454.3108722300926,16.60965907766695,1800.0914511598273,27.28757939159819,65.96743,false,false,0,375316653866487564
711991473282863616,58477973906838016,RP,2454.3848865835243,16.560352318061287,1883.7240095410466,28.699696261297913,65.63568,false,false,0,375316653866487564
711991473282863616,59483268494807536,RP,2472.566644593771,16.488847788242587,2011.9588091712028,25.31605713315419,79.473625,false,false,0,375316653866487564
711991473282863616,59487360777896533,RP,2472.640657750101,16.464581012291827,2057.4334461026187,28.07358646636757,73.28716,false,false,0,375316653866487564
711991473282863616,61265589215568901,RP,2504.802107193305,16.823447473869454,1478.3566217869243,32.66723039671702,45.255035,false,false,0,375316653866487564
711991473282863616,61269681508638847,RP,2504.876123808265,16.374046965751184,2236.348148082655,25.906307503288982,86.32446,false,false,0,375316653866487564
711991473282863616,68879014232244731,RP,,,,,,true,true,2048,375316653866487564
711991473282863616,70067826258649156,RP,,,,,,true,true,16779264,375316653866487564
711991473282863616,71749522089600777,RP,2694.3959246939176,16.533901781821662,1930.1785620827086,26.150962108565544,73.80908,false,false,0,375316653866487564
711991473282863616,71753614372029070,RP,2694.4699242082734,16.554681679400844,1893.5881568442785,26.02585926833973,72.75795,false,false,0,375316653866487564
